PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score
38310,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,1,3,4,0,2,28.0,5,1,1,Married,GRADUATE,28,M,26000,69,1.0,1.0,0.923,1.0,1,1.0,1,0.0,0.333,0.0,0.25,3.337,0,0,CC,PL,668
7915,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52.0,2,2,2,Married,SSC,33,M,23000,153,1.0,1.0,0.979,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,666
7141,74.0,35,15,7,89,59,0,0,0,0,0,7,3,44,7,22,0,0,0,0,0,0,0,0,0,59,3,0,0,0,0,0,0,1017.0,0,0,0,Married,GRADUATE,38,M,15000,186,0.143,0.0,0.522,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5.633,1,0,others,others,712
28704,74.0,15,15,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,85.0,1,1,1,Married,GRADUATE,39,M,30000,202,1.0,1.0,0.604,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6.667,0,0,others,others,658
48882,43.0,25,24,2,109,78,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,78,33,1,1,1,3,1,1,1.0,30,30,23,Single,GRADUATE,28,M,18500,29,0.333,1.0,0.898,0.0,0,0.0,0,1.0,1.0,0.333,1.0,4.009,1,0,ConsumerLoan,others,543
47701,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4.0,4,4,4,Single,GRADUATE,27,M,28000,89,1.0,0.0,0.532,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,659
28285,272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,3,2,3,1.0,5,4,2,Single,GRADUATE,37,F,18000,68,0.667,1.0,1.365,0.0,0,1.0,1,0.667,0.0,0.667,0.0,1.111,0,0,ConsumerLoan,CC,661
12561,94.0,7,3,5,65,5,3,5,2,35,65,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2.0,1,1,1,Single,SSC,23,M,20000,186,1.0,0.0,1.03,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.0,0,0,ConsumerLoan,ConsumerLoan,665
40422,49.0,35,12,3,28,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,5,15,0,0,0,2,1,1,7.0,6,3,3,Married,GRADUATE,25,M,35000,25,0.5,0.667,0.588,0.0,0,0.0,0,1.0,0.0,0.5,0.0,1.137,0,0,PL,others,668
51035,321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,Married,GRADUATE,31,M,23790,41,0.5,0.0,1.073,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,672
23339,68.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5.0,1,1,1,Single,12TH,28,M,14000,38,0.5,0.0,0.31,0.0,0,0.0,0,1.0,0.0,1.0,0.0,3.571,0,0,PL,PL,680
50178,63.0,10,9,2,48,17,0,2,2,0,48,1,0,6,4,6,0,0,0,0,0,0,0,0,0,17,9,0,0,0,2,2,2,6.0,9,5,3,Married,12TH,33,M,20000,41,0.5,0.0,0.87,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,ConsumerLoan,others,650
46404,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,2,3,21.0,16,11,8,Single,GRADUATE,27,M,25000,81,0.5,0.5,1.0,0.0,0,1.0,1,0.667,0.0,0.667,0.0,0.7,0,0,ConsumerLoan,others,642
14511,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,344.0,1,0,0,Married,GRADUATE,30,M,60000,50,0.333,0.0,0.95,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,AL,AL,704
27772,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,185.0,1,0,0,Married,SSC,33,M,18000,70,0.2,0.5,1.022,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,696
27319,657.0,35,4,10,31,31,1,1,0,29,29,1,0,18,4,9,0,0,0,0,0,0,0,0,0,29,4,0,0,0,2,1,1,22.0,3,3,3,Married,GRADUATE,47,M,35000,330,0.5,0.0,0.619,0.0,0,0.619,1,1.0,0.0,0.5,0.0,11.429,0,0,PL,PL,662
27910,434.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,84.0,2,1,1,Married,12TH,29,M,15000,60,0.5,1.0,0.833,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.866,0,0,others,ConsumerLoan,674
43142,587.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1083.0,0,0,0,Married,GRADUATE,39,M,32000,160,0.25,1.0,0.75,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.812,0,0,ConsumerLoan,others,727
13854,49.0,35,35,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,0,0,4,2,2,15.0,6,6,2,Married,SSC,41,M,15000,84,0.409,0.833,0.615,0.0,0,0.745,1,1.0,0.0,0.5,0.0,9.971,1,0,ConsumerLoan,others,644
29882,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,1,1,0,Married,SSC,35,M,14500,148,1.0,1.0,0.916,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.448,0,0,others,others,683
27519,668.0,33,30,4,137,47,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,34,M,10000,58,0.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,664
47002,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2.0,4,4,4,Married,SSC,29,M,25000,70,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,ConsumerLoan,others,646
38524,379.0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,GRADUATE,28,M,10000,88,1.0,0.0,0.621,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.0,0,0,others,others,698
38430,50.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20,5,2,2,11,8,9,16.0,11,10,6,Married,12TH,26,M,35000,130,0.667,0.667,0.745,0.838,1,0.916,1,0.889,1.0,0.727,0.4,3.862,0,0,PL,ConsumerLoan,661
30804,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,2,5,2,4,12.0,22,16,9,Married,12TH,48,F,35000,37,1.0,0.714,0.817,1.0,1,0.0,0,0.5,1.0,0.4,1.0,22.336,0,0,PL,others,643
7794,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,23.0,5,2,2,Married,UNDER GRADUATE,37,M,40000,124,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,663
1610,93.0,9,9,1,9,9,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,2.0,1,1,1,Married,12TH,37,M,15000,60,0.5,0.0,0.067,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.8,0,0,others,ConsumerLoan,654
9779,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12.0,3,2,2,Single,GRADUATE,30,M,8017,29,1.0,0.0,0.1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.87,0,0,others,others,668
15652,25.0,10,2,2,218,218,1,2,1,59,218,2,1,8,4,8,0,0,0,0,0,0,0,0,0,59,4,0,0,0,1,1,1,1.0,4,4,3,Married,UNDER GRADUATE,52,M,35000,130,0.5,1.0,1.01,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,others,PL,634
34556,72.0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,200.0,1,0,0,Married,OTHERS,36,M,16000,131,0.667,1.0,0.306,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,704
20819,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,412.0,0,0,0,Married,GRADUATE,28,M,30000,191,0.667,0.0,0.438,0.206,1,0.456,1,0.0,0.0,0.0,0.0,7.189,0,0,CC,PL,682
20367,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,12.0,3,3,2,Single,GRADUATE,23,M,19000,147,1.0,1.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,ConsumerLoan,others,657
45908,1747.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.0,3,3,2,Married,SSC,29,M,15000,126,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,666
14949,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,7.0,7,5,5,Married,GRADUATE,39,M,18000,100,1.0,0.667,0.357,0.0,0,0.0,0,1.0,0.0,1.0,0.0,3.23,0,0,PL,others,666
48312,276.0,0,0,0,0,0,0,0,0,0,0,0,0,67,5,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1,1,1,Married,UNDER GRADUATE,43,F,24000,125,0.167,0.0,1.044,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,691
10044,129.0,5,4,2,25,24,2,2,0,25,25,0,0,78,10,24,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,266.0,1,0,0,Married,GRADUATE,27,M,18000,83,0.143,0.333,1.014,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,727
48966,454.0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,210.0,1,0,0,Married,UNDER GRADUATE,39,M,20000,100,0.5,0.0,0.911,0.0,0,0.82,1,0.0,0.0,0.0,0.0,20.0,0,1,HL,PL,724
18671,74.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,5,0,0,0,0,0,0,0,0,0,0,5,1,1,1,4,1,1,7.0,2,2,1,Married,12TH,49,M,15000,185,0.25,1.0,0.931,0.0,0,0.931,1,1.0,1.0,0.25,1.0,21.333,1,0,CC,PL,700
26986,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,2,1,1,Married,OTHERS,30,F,18000,42,1.0,0.0,0.263,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.827,0,0,ConsumerLoan,ConsumerLoan,683
19196,66.0,12,9,4,120,28,0,3,3,0,89,3,2,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,1,0,0,1.0,2,1,1,Married,GRADUATE,46,M,25000,186,1.0,0.0,0.057,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.568,0,0,ConsumerLoan,PL,646
32885,159.0,6,6,1,46,46,0,1,1,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,1,1,1,74.0,2,1,1,Married,12TH,28,M,14000,38,1.0,0.5,1.1,0.0,0,1.0,1,1.0,0.0,1.0,0.0,0.714,0,0,PL,others,657
30955,1127.0,29,29,2,29,29,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,1,0,0,1999.0,0,0,0,Married,POST-GRADUATE,52,M,48500,102,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,1,HL,others,677
24884,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,1,3.0,9,7,5,Married,GRADUATE,46,F,25000,130,1.0,0.5,0.388,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.22,0,0,ConsumerLoan,ConsumerLoan,639
45328,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,1,1,1,Single,GRADUATE,24,F,30000,55,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,675
18296,76.0,29,28,2,123,92,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,92,3,0,0,0,1,0,0,259.0,1,0,0,Single,GRADUATE,43,M,55000,149,0.15,0.333,0.882,0.0,0,0.884,1,0.0,0.0,0.0,0.0,18.654,1,0,others,others,675
6237,78.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,262.0,1,0,0,Single,GRADUATE,26,M,27000,66,1.0,0.0,0.008,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.537,0,0,HL,others,705
47076,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,1,1,3,0,2,36.0,17,8,4,Single,GRADUATE,23,M,21000,74,1.0,0.7,0.697,0.0,1,0.0,0,0.0,1.0,0.0,1.0,6.072,0,0,ConsumerLoan,PL,656
50137,50.0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,210.0,1,0,0,Married,12TH,29,M,30000,126,0.556,0.0,0.789,0.0,0,0.0,0,0.0,0.0,0.0,0.0,10.659,1,0,PL,others,737
29094,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1.0,8,4,4,Married,12TH,32,M,35000,131,1.0,0.0,0.899,0.0,0,0.0,0,1.0,1.0,1.0,1.0,1.82,0,0,ConsumerLoan,others,646
9722,68.0,0,0,0,0,0,0,0,0,0,0,0,0,133,27,57,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,80.0,5,4,1,Married,UNDER GRADUATE,33,M,18600,65,0.417,0.333,0.968,0.0,0,0.0,0,0.0,1.0,0.0,1.0,2.531,0,0,CC,ConsumerLoan,725
4269,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,707.0,0,0,0,Married,SSC,35,M,30000,128,1.0,0.0,0.596,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,681
34178,57.0,35,4,7,89,47,2,3,1,58,89,4,1,34,4,10,0,0,0,0,0,0,0,0,0,28,5,0,0,0,2,0,0,176.0,1,1,0,Married,12TH,53,M,22000,246,0.176,1.0,0.372,0.0,0,0.354,1,0.0,0.0,0.0,0.0,12.633,1,0,others,PL,725
5278,189.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,370.0,0,0,0,Single,12TH,21,M,25000,60,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,688
12410,142.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,1,145.0,1,1,0,Single,UNDER GRADUATE,55,M,20000,38,0.111,1.0,0.876,0.0,0,0.876,1,1.0,0.0,0.25,0.0,15.0,0,1,PL,others,713
11028,42.0,7,3,3,89,29,1,3,2,29,89,1,1,107,18,41,0,0,0,0,0,0,0,0,0,29,5,1,1,1,3,1,1,1.0,3,3,3,Married,GRADUATE,61,M,8,176,0.4,1.0,0.731,0.0,0,0.0,1,1.0,1.0,0.333,1.0,18750.0,0,1,ConsumerLoan,PL,719
32951,19.0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,510.0,0,0,0,Married,12TH,36,M,18000,185,1.0,0.0,0.784,0.0,0,0.776,1,0.0,0.0,0.0,0.0,26.5,0,0,PL,PL,713
1804,47.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950.0,0,0,0,Married,12TH,46,M,30000,180,0.667,0.0,0.529,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.503,0,0,ConsumerLoan,ConsumerLoan,729
12734,236.0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,35,F,8900,34,0.25,0.0,0.948,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16.854,1,0,others,others,719
17242,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,2,49.0,5,3,3,Married,GRADUATE,30,M,30000,182,0.556,0.5,0.861,0.0,0,0.905,1,0.0,0.0,0.0,0.0,7.733,0,0,ConsumerLoan,ConsumerLoan,660
27066,48.0,35,25,4,101,71,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,71,20,9,0,0,10,0,0,4.0,1,1,1,Married,GRADUATE,32,M,43500,113,0.217,0.0,0.574,0.958,1,0.772,1,0.0,0.0,0.0,0.0,8.611,1,0,ConsumerLoan,CC,668
